,Overlay Error Guide Link,오버레이 번역창 사용법을 보시겠습니까?,Would you like to see how to use the overlay translation window?,オーバーレイ翻訳ウィンドウの使用方法をご希望ですか？,是否要查看覆盖翻译窗口的使用方法？,Apakah Anda ingin melihat cara menggunakan jendela terjemahan overlay?,"Хотели бы вы увидеть, как использовать окно перевода наложения?",Você gostaria de ver como usar a janela de tradução sobreposição?,"Хочете дізнатися, як користуватися вікном перекладу з накладанням?"
,Overlay Error Title,오버레이 번역창 오류,Overlay translation window error,オーバーレイ変換ウィンドウエラー,覆盖翻译窗口出现错误,Kesalahan jendela terjemahan overlay,Ошибка окна наложения,Erro da janela de tradução sobreposição,Помилка у вікні перекладу з накладанням
,Apply Complete,적용 완료,Applied complete,アプリケーションの完了,应用完成,Penyelesaian aplikasi,Завершение приложения,Conclusão do aplicativo,Додаток завершено
,Tray Icon Close,종료하시겠습니까?,Would you like to end?,終わらせたいですか？,是否要退出？,Apakah Anda ingin mengakhiri?,Хотели бы вы закончить?,Você gostaria de terminar?,Бажаєте вийти?
,Trnalste Stop,번역 중지,Translation,サスペンション,停止翻译,Penangguhan,Приостановка,Suspensão,Зупинити переклад
,Trey Icon Set Default Setting,설정을 초기화 하시겠습니까,Do you want to initialize your settings,設定を初期化しますか,是否要重置设置？,Apakah Anda akan menginisialisasi pengaturan,Вы бы инициализировали настройку,Você inicializaria a configuração,Скинути налаштування?
,Trey Icon Set Default Setting Title,설정 초기화,Setting initialization,初期化の設定,重置设置,Mengatur inisialisasi,Настройка инициализации,Configuração de inicialização,Скинути налаштування
,Win OCR Require Download,"한국어 윈도우 OCR 언어팩만 존재합니다
정상적인 OCR 추출을 위해선 추가 다운로드가 필요합니다
[]
다운로드 방법을 알아보시겠습니까?","Only Korean Windows OCR language pack exists
For normal OCR extraction, additional downloads are required.
[]
Would you like to download how to download?","韓国のWindows OCR言語パックのみが存在します
通常のOCR抽出には追加のダウンロードが必要です。
[]
ダウンロード方法をダウンロードしますか？","只有韩语 Windows OCR 语言包可用
为了正常的 OCR 提取，需要进行额外的下载
[]
您想了解下载方法吗？","Hanya Paket Bahasa Windows OCR Korea
Download tambahan diperlukan untuk ekstraksi OCR normal.
[]
Apakah Anda ingin mengunduh cara mengunduh?","Существует только корейская языковая пакет Windows OCR
Дополнительная загрузка требуется для обычного извлечения OCR.
[]
Хотели бы вы скачать, как скачать?","Somente o pacote de idiomas do Windows OCR coreano existe
Download adicional é necessário para a extração normal do OCR.
[]
Você gostaria de baixar como baixar?","Існує лише англійський мовний пакет Windows OCR
Для нормального розпізнавання потрібні додаткові завантаження
[]
Бажаєте дізнатися, як його завантажити?"
,Delete All Google Token,모든 구글 인증 토큰을 삭제하시겠습니까?,Do you want to delete all Google authentication tokens?,すべてのGoogle認証トークンを削除しますか？,您要删除所有谷歌授权令牌吗？,Apakah Anda ingin menghapus semua token otentikasi google?,Вы хотите удалить все токены аутентификации Google?,Deseja excluir todos os tokens de autenticação do Google?,"Ви впевнені, що хочете видалити всі токени автентифікації Google?"
,Delete All Google Token Title,구글 번역기,Google Translator,Google翻訳者,谷歌翻译器,Penerjemah Google,Гугл переводчик,Tradutor Google,Перекладач Google
,Donate,후원하기,Donate,スポンサー,赞助,Mensponsori,Спонсирование,Patrocinando,Пожертвувати
,Apply Button,적 용,Apply,適用,应用,menerapkan,применять,aplicar,застосувати
1000,OCR Area Manage Form,OCR 영역 관리,OCR area management,OCRエリア管理,OCR 区域管理,Manajemen Area OCR,Управление области OCR,Gerenciamento de área de OCR,Керування зонами розпізнавання
,OCR Area Manage Except Area,제외 영역 추가,"Add
exclusion area",除外エリアを追加します,添加排除区域,Tambahkan area pengecualian,Добавить зону исключения,Adicione a área de exclusão,Додавання зони виключення
,OCR Area Add Area,OCR 영역 추가,Add OCR area,OCRエリアを追加します,添加 OCR 区域,Tambahkan area OCR,Добавить зону OCR,Adicione a área OCR,Додавання зон OCR
,OCR Area Apply,확정,Apply,確認済み,确认,dikonfirmasi,подтвержденный,confirmado,підтверджено
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
고급설정,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
10000,TabAppConfig,앱 설정,App Setting,アプリ設定,应用程序设置,Pengaturan aplikasi,Настройки приложения,Configurações do aplicativo,Налаштування програми
10001,TabTransForm,번역창,Translation window,翻訳ウィンドウ,翻译窗口,Jendela terjemahan,Перевод окна,Janela de tradução,Вікно перекладу
10002,TabHotKey,고급 단축키,Advanced HotKey,高度なショートカット,高级快捷键,Pintasan lanjutan,Усовершенствованный ярлык,Atalho avançado,Розширені комбінації клавіш
10003,TabTransBook,번역집,Translation book,翻訳,翻译库,Terjemahan,Перевод,Tradução,Переклади
10004,TabTrans,번역 설정,Translation,翻訳設定,翻译设置,Pengaturan terjemahan,Настройка перевода,Configuração de tradução,Налаштування перекладу
10005,TabOCR,OCR 설정,OCR,OCR設定,OCR设置,Pengaturan OCR,Настройки OCR,Configurações de OCR,Налаштування розпізнавання тексту
10006,TabDic,교정 사전,Proofreading dictionary,歯列矯正,校正词典,Orthodonsi,Ортодонтия,Ortodontia,Коректурний словник
11000,AdvencedGbGeneral,일반,General,一般,常规,umum,общий,comum,Загальні
11001,AdvencedCbSystemTray,창을 닫을 시 MORT를 시스템 트레이드로 최소화,Minimize MORT to system trade when closing window,窓が閉じているときにシステム取引でモートを最小化する,关闭窗口时将MORT最小化到系统托盘,Meminimalkan mort dengan perdagangan sistem saat jendela ditutup,"Минимизировать Mort с помощью системы системы, когда окно закрыто",Minimizar o mort com um comércio de sistema quando a janela é fechada,Мінімізація MORT для системної угоди при закритті вікна
,Advenced Attach Window,화면을 가져올 윈도우 지정하기,Specify the Windows to bring the screen,画面を表示するには、Windowsを指定します,指定要获取的窗口,Tentukan windows untuk membawa layar,"Укажите окна, чтобы принести экран",Especifique as janelas para trazer a tela,"Вказівка вікна, з якого отримувати скріншот"
,Advenced Enable Yellow Border,"지정한 윈도우에 노란색 테두리 표시
(비활성화는 윈도우 11에만 적용)","Enable yellow border on the specified window
(Disable only to Windows 11)","指定されたウィンドウの黄色の境界線に署名します
（Windows11にのみ無効になります）","在指定的窗口上显示黄色边框
(仅适用于Windows 11)","Tanda -tanda perbatasan kuning di jendela yang ditentukan
(Nonaktifkan hanya ke Windows 11)","Знаки желтой границы на указанном окне
(Отключите только в Windows 11)","Assina a borda amarela na janela especificada
(Desative apenas para o Windows 11)","Показувати жовту рамку на вказаних вікнах
(Вимкнення стосується лише Windows 11)"
,Advenced OCR Area Background Color,OCR 영역 선택 배경,OCR area selection background,OCRエリアの選択の背景,OCR区域选择背景,Latar belakang pemilihan area OCR,Фон выбора зоны OCR,Antecedentes de seleção de área de OCR,Фон вибору області OCR
,Adv OCR Area Background,배경,background,背景,背景,latar belakang,фон,fundo,фон
,Adv OCR Area Select,선택 영역,Optional area,オプションのエリア,可选区域,Area opsional,Дополнительная область,Área opcional,Необов’язкова область
,Adv OCR Area Preview,미리 보기,Preview,プレビュー,预览,Pratinjau,Предварительный просмотр,Visualização,Попередній перегляд
,Adv OCR Area Set Default,기본값,Default,デフォルト,默认,Bawaan,По умолчанию,Padrão,За замовчуванням
,,,,,,,,,
12000,Adv HotKey Setting,설정 불러오기,Load Setting,セットアップ,加载设置,Pengaturan,Настройка,Configurando,Налаштування імпорту
12001,Adv HotKey Transform,번역창,Translation window,翻訳ウィンドウ,翻译窗口,Jendela terjemahan,Перевод окна,Janela de tradução,Вікно перекладача
12002,Adv HotKey Trans,번역기 관련,Translation,翻訳者関連,翻译相关,Terkait Penerjemah,Переводчик связан,Relacionado ao tradutor,Про перекладач
12003,Adv HotKey Setting Load Input,설정 불러오기 {0} : ,Load Setting {0} : ,{0}のセットアップ：,加载设置 {0}：,Menyiapkan {0}:,Настройка {0}:,Configuração {0}:,Завантажити налаштування {0} :
12004,Adv HotKey Setting File Input,설정 파일명 {0} : ,File Nmae {0} : ,設定ファイル名{0}：,设置文件名 {0}：,Pengaturan Nama File {0}:,Настройки Имя файла {0}:,Configurações Nome do arquivo {0}:,Ім'я файлу налаштувань {0} :
,Adv HotKey Force Invisible,강제 투명화 : ,Forced Transparency:,強制透明：,强制透明化：,Paksa Transparan:,Принудительный прозрачный:,Transparente forçado:,Примусити прозорість :
,Adv HotKey Force Invisible Info,"스냅샷, 한 번만 번역하기를 하더라도 투명화를 유지합니다","Snapshots, even if you translate only once, maintain transparent",スナップショットは、たとえ一度だけ翻訳しても、透明を維持します,即使只翻译一次截图，也要保持透明化,"Snapshots, bahkan jika Anda hanya menerjemahkan sekali, pertahankan transparan","Снимки, даже если вы переводите только один раз, поддерживайте прозрачные","Instantâneos, mesmo se você traduzir apenas uma vez, mantenha transparente","Зробити знімок, зберігати прозорість навіть при однократному перекладі"
,Adv HotKey Db,DB 사용 : ,DB use:,DB使用：,使用DB：,Penggunaan DB:,ДБ Использование:,Uso de dB:,Використовувати БД :
,Adv HotKey Db Info,DB를 이용해 번역합니다,Translated using DB,DBを使用して翻訳しました,使用DB进行翻译,Diterjemahkan menggunakan db,Перевод с использованием DB,Traduzido usando DB,Перекладати за допомогою бази даних
,Adv HotKey PaPago,네이버 사용 : ,Using Naver:,Naverの使用：,使用Naver：,Penggunaan Naver:,Навер использование:,Uso de Naver:,Використовувати навігатор :
,Adv HotKey PaPago Info,네이버 파파고를 이용해 번역합니다,Translated using Naver Papago,Naver Papagoを使用して翻訳,使用Naver Papago进行翻译,Diterjemahkan menggunakan naver papago,Перевод с использованием Naver Papago,Traduzido usando papago Naver,Перекладати за допомогою Naver Papago
,Adv HotKey BasicTrans,기본 번역기 사용 : ,Basic translator use:,基本的な翻訳者の使用：,使用默认翻译器：,Penggunaan Penerjemah Dasar:,Основное использование переводчика:,Uso básico ao tradutor:,Використовувати перекладач за замовчуванням :
,Adv HotKey BasicTrans Info,기본 번역기를 이용해 번역합니다,Translated using the default translator,デフォルトの翻訳者を使用して翻訳します,使用默认翻译器进行翻译,Terjemahkan menggunakan penerjemah default,Перевод с использованием переводчика по умолчанию,Traduzir usando o tradutor padrão,Перекладати за допомогою перекладача за замовчуванням
,Adv HotKey Google Sheet,구글 시트 사용 : ,Using Google Sheet:,Googleシートを使用：,使用Google表格：,Gunakan Google Sheet:,Используйте лист Google:,Use o Google Sheet:,Використовувати Google Таблиці :
,Adv HotKey Google Sheet Info,구글 시트를 이용해 번역합니다,Translated using Google Sheet,Googleシートを使用して翻訳されています,使用Google表格进行翻译,Diterjemahkan Menggunakan Google Sheet,Перевод с использованием листа Google,Traduzido usando o Google Sheet,Перекладати за допомогою Google Таблиць
,Adv HotKey EzTrans,이지트랜스 사용 : ,Use EzTrans:,簡単なトロピンを使用してください：,使用EzTrans：,Gunakan Trospin Mudah:,Используйте простой троспин:,Use TROSPINA FÁCIL:,Використовувати EasyTrans :
,Adv HotKey EzTrans Info,이지트랜스를 이용해 번역합니다,Translate using EzTrans,翻訳,使用EzTrans进行翻译,Menerjemahkan,Переводить,Traduzir,Перекладати за допомогою EasyTrans
,Adv HotKey DeepL,DeepL 사용 : ,Using DeepL:,Deepl使用：,使用DeepL：,Penggunaan DEEPL:,Глубокое использование:,Uso deepl:,Використовуйте DeepL :
,Adv HotKey DeepL Info,DeepL을 이용해 번역합니다,Translated using DeepL,Deeplを使用して翻訳されています,使用DeepL进行翻译,Diterjemahkan menggunakan Deepl,Перевод с использованием Deepl,Traduzido usando Deepl,Перекладати за допомогою DeepL
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
13000,Adv Transform Overlay,오버레이 번역창,Overlay translation window,オーバーレイ翻訳ウィンドウ,覆盖层翻译窗口,Jendela terjemahan overlay,Наложение окна перевода,Janela de tradução sobreposição,Накладні переклади
,Adv Transform Dark,어두운 번역창,Dark translation window,暗い翻訳ウィンドウ,暗色翻译窗口,Jendela terjemahan gelap,Темное окно перевода,Janela de tradução escura,Темні переклади
,Adv Transform General,일반,General,一般,普通,umum,общий,comum,Нормальний
,Adv Transform Layer,레이어 번역창,Layer translation window,レイヤー変換ウィンドウ,图层翻译窗口,Jendela terjemahan layer,Окно перевода слоя,Janela de tradução da camada,Вікно перекладу шарів
,Adv Overlay Auto Merge,"텍스트 영역 자동 합치기 (인접한 문장을 합쳐 문단으로 만들어줍니다,  비활성화 시 줄 단위로 번역)","Auto combine text areas (translates adjacent sentences into one, line-by-line when disabled)",自動的に組み合わされたテキスト領域（隣接する文と段落への組み合わせ、無効になったときに行で翻訳）,自动组合文本区域（与相邻句子结合到段落中，禁用时按行翻译）,"Area Teks Gabungan Secara Otomatis (dikombinasikan dengan kalimat yang berdekatan ke dalam paragraf, diterjemahkan berdasarkan baris saat dinonaktifkan)","Автоматически комбинированная текстовая область (в сочетании с соседними предложениями в параграфы, переведенные по линии при отключении)","Área de texto combinada automaticamente (combinada com frases adjacentes em parágrafos, traduzidos por linha quando desativados)","Автоматичне об'єднання текстових областей (об'єднує сусідні речення в абзаци, перекладає по рядках, якщо вимкнено)"
,Adv Overlay Auto Size,자동 폰트 크기 - 원문에 맞춰 크기 조절,Automatic font size -adjust the size according to the original text,自動フォントサイズ - 元のテキストに従ってサイズを調整する,自动字体大小 - 按原文调整大小,Ukuran Font Otomatis -Siapkan ukuran sesuai dengan teks asli,Автоматический размер шрифта -Соответствует размер в соответствии с исходным текстом,Tamanho automático da fonte -ajuste o tamanho de acordo com o texto original,Автоматичний розмір шрифту - зміна розміру відповідно до оригінального тексту
,Adv Overlay Min Font Size,폰트 최소 크기,Font minimum size,フォント最小サイズ,字体最小大小,Ukuran minimum font,Минимальный размер шрифта,Tamanho mínimo da fonte,Мінімальний розмір шрифту
,Adv Overlay Max Font Size,폰트 최대 크기,Font maximum size,最大フォントサイズ,字体最大大小,Ukuran font maksimum,Максимальный размер шрифта,Tamanho máximo da fonte,Максимальний розмір шрифту
,Adv Overlay Snap Shot Remain Time,스냅샷 결과 유지시간,Snapshot results maintenance time,スナップショット結果メンテナンス時間,快照结果保持时间,Waktu pemeliharaan hasil snapshot,Результаты снимка Время обслуживания,Tempo de manutenção de resultados instantâneos,Час збереження результату перекладу
,Adv Layer Alignment Bottom,텍스트 하단 정렬,Text Alignment - Bottom,テキストの下部に並べ替えます,在文本的底部排序,Urutkan di bagian bawah teks,Сортировать внизу текста,Classificar na parte inferior do texto,Вирівнювання тексту по ширині
,Adv Layer Alignment Right,텍스트 오른쪽 정렬 ,Text Alignment - Right,テキスト正しいソート,文字正确排序,SMS yang benar jenis,Текст правильный сортировка,Texto certo,Текст Правий сорт
,Adv Font Setting,폰트 설정,Font setting,フォント設定,字体设置,Pengaturan Font,Настройка шрифта,Configuração da fonte,Налаштування шрифту
,Adv Ignore Empty,번역 결과가 없을 경우 번역창을 비우지 않음 (오버레이 창 제외),"If there is no translation result, the translation window will not be empty (excluding overlay window)",翻訳の結果がない場合、翻訳ウィンドウは空になりません（オーバーレイウィンドウを除く）,如果没有翻译结果，不清空翻译窗口（不适用于覆盖窗口）,"Jika tidak ada hasil terjemahan, jendela terjemahan tidak akan kosong (tidak termasuk jendela overlay)","Если нет результата перевода, окно перевода не будет пустым (исключая окно наложения)","Se não houver resultado de tradução, a janela de tradução não estará vazia (excluindo a janela de sobreposição)","Не очищайте вікно перекладу, якщо немає результатів перекладу (за винятком вікна накладання)"
,Adv Topmost,번역할 때만 번역창 최상단 기능 적용,Applying the top of the translation window only when translating only,翻訳のみを翻訳する場合にのみ、翻訳ウィンドウの上部を適用します,仅在翻译时应用翻译窗口顶部功能,Terapkan bagian atas jendela terjemahan hanya saat menerjemahkan,Примените верхнюю часть окна перевода только при переводе только при переводе,Aplique o topo da janela de tradução somente ao traduzir apenas,Застосовувати функції верхньої частини панелі перекладу лише під час перекладу
,Adv Enable Advenced Hide Transform,번역창 숨기기 단축키로 번역도 같이 제어,Hide the translation window and control translation with shortcut keys,翻訳は、翻訳ウィンドウのショートカットでも制御されます。,翻译还通过翻译窗口的快捷方式进行控制。,Terjemahan juga dikendalikan dengan jalan pintas jendela terjemahan.,Перевод также контролируется ярлыком окна перевода.,A tradução também é controlada com um atalho da janela de tradução.,Переклад також контролюється за допомогою ярлика вікна перекладу.
14000,Adv Translation Zip,번역집,Translation,翻訳,翻译集,Terjemahan,Перевод,Tradução,Колекції перекладів
,Adv Use Translation Zip,사용할 번역집,Translation to use,使用する翻訳,使用的翻译集,Terjemahan untuk digunakan,Перевод на использование,Tradução para usar,Які переклади використовувати
,Adv Info Translation Zip,번역집 정보,Translation information,翻訳情報,翻译集信息,Informasi terjemahan,Информация о переводе,Informações de tradução,Про переклади
,Adv DbStyle Translation Zip,"비슷한 문장이면 가져오기 (DB 검색방식)
[영문, 일본어만 가능]","Import it if it is a similar sentence (DB search method)
[English, only Japanese]","同様の文の場合はインポートします（DB検索方法）
[英語、日本語のみ]","如果是相似的句子，则获取（使用 DB 搜索方法）
[仅限英文、日语]","Impor jika itu adalah kalimat yang serupa (metode pencarian DB)
[Bahasa Inggris, hanya orang Jepang]","Импортируйте его, если это аналогичное предложение (метод поиска БД)
[Английский, только японский]","Importe -o se for uma frase semelhante (método de pesquisa de db)
[Inglês, apenas japonês]","Імпортувати схожі речення (метод пошуку в базі даних)
[лише для англійської та японської мов]"
,Adb DbStyleOption Translation Zip,DB 방식 문장 검색 옵션,DB statement search option,DBステートメント検索オプション,DB 搜索句子选项,Opsi Pencarian Pernyataan DB,Опция поиска операторов DB,Opção de pesquisa de declaração do banco de dados,Параметри пошуку в БД
,Adv DbStyleOption String Upper Translation Zip,대소문자 구분 안 함,Ignore case,文字を区別しません,不区分大小写,Saya tidak membedakan antara karakter,Я не различаю персонажей,Eu não distingo entre os personagens,Без урахування регістру
15000,Adv Google translation,"구글 번역 (기본 번역기, 구글 시트 번역기)","Google Translation (Basic Translator, Google Sheet Translator)",Google翻訳（基本翻訳者、Googleシート翻訳者）,Google翻译（默认翻译器，Google表格翻译器）,"Google Translation (Penerjemah Dasar, Penerjemah Lembar Google)","Перевод Google (базовый переводчик, Google Teveltor)","Tradução do Google (tradutor básico, tradutor do Google Sheet)","Перекладач Google (перекладач за замовчуванням, перекладач Google Таблиць)"
,Adv DeepL Option,DeepL 번역,DeepL translation,ディープル翻訳,DeepL翻译,Terjemahan DeepL,DeepL перевод,Tradução deepl,Перекласти DeepL
,Adv Clipboard,클립보드 감지,Clipboard detection,クリップボード検出,剪贴板检测,Deteksi clipboard,Обнаружение буфера обмена,Detecção da área de transferência,Виявлення буфера обміну
,Adv Deepl Use Alt Option,"번역 결과를 가져올 수 없을 때 구글 기본번역기가 대신 번역하기
(에러나 타임 아웃시 구글 기본 번역기가 대신 번역)","When the translation results cannot be obtained, the Google Basic Translator translates it instead.
(Google's default translator translates instead of error or time out)","翻訳結果を取得できない場合、Google Basic Translatorは代わりに翻訳します。
（Googleのデフォルトの翻訳者は、エラーやタイムアウトの代わりに翻訳されます）","当无法获得翻译结果时，让Google Basic Translator接管
(在出现错误或超时的情况下，谷歌的默认翻译器将接管)","Ketika hasil terjemahan tidak dapat diperoleh, penerjemah Google Basic menerjemahkannya sebagai gantinya.
(Penerjemah default Google diterjemahkan alih -alih kesalahan atau waktu habis)","Когда результаты перевода не могут быть получены, вместо этого переводчик Google переводит его.
(Переводчик Google по умолчанию переводится вместо ошибок или времени)","Quando os resultados da tradução não podem ser obtidos, o tradutor do Google Basic o traduz.
(O tradutor padrão do Google se traduz em vez de erro ou tempo limite)","Дозволити перекладачеві Google Translate замінити вас, якщо він не може отримати результати перекладу
(Перекладач Google буде перекладати в разі помилок або таймауту)"
,Adv Jpn Executive,"일본어 중역 사용  원문 -> 일본어로 번역 -> 일본어 결과를 번역할 언어로 다시 번역
[번역 품질이 오를 수 있으나 느려집니다]","Original text of Japanese Expert-> Translated to Japanese-> Re -translated Japanese results into translation language.
[Translation quality can rise, but slow]","日本の表現のオリジナルテキスト - >日本への翻訳 - >再翻訳された日本の結果は翻訳された言語に翻訳されています
[翻訳の品質は上昇する可能性がありますが、遅くなる可能性があります]","原文使用日语翻译->翻译成日语->将日语结果翻译回你想翻译的语言
[翻译质量可能会提高，但速度会变慢]","Teks Asli Jepang Express-> Terjemahan ke Jepang-> Hasil Jepang yang diterjemahkan kembali ke dalam bahasa yang diterjemahkan
[Kualitas terjemahan bisa naik, tetapi lambat]","Оригинальный текст японского экспресса-> перевод на японский-> переоценки японских результатов в переведенный язык языка
[Качество перевода может подняться, но медленно]","Texto original do japonês Express-> Tradução para Japão-> Resultados japoneses translatados em um idioma traduzido
[A qualidade da tradução pode aumentar, mas lenta]","Перекласти з японської -> Перекласти на японську -> Перекласти японські результати назад на мову, на яку ви хочете перекласти
[Якість перекладу може покращитися, але буде повільніше]"
,Adv Use Clipboard,"클립보드 번역 사용
[실시간 번역을 안 하고 있을 때 클립보드에서 변경된 텍스트를 감지해 번역합니다
 오버레이 번역창에서는 사용불가능]
","Use of clipboard translation
[When you are not in real time translation, you detect and translate the changed text on the clipboard.
 Not used in the overlay translation window]
","クリップボード翻訳の使用
[Real -Timeを翻訳していない場合、Clipboardの変更されたテキストを検出して翻訳します。
 オーバーレイの翻訳ウィンドウで使用することはできません]
","启用剪贴板翻译
[在不进行实时翻译时，检测并翻译来自剪贴板的更改的文本。
 在叠加翻译窗口中不可用]。","Penggunaan terjemahan clipboard
[Ketika Anda tidak menerjemahkan waktu nyata, Anda mendeteksi dan menerjemahkan teks yang diubah pada clipboard.
 Itu tidak dapat digunakan di jendela terjemahan overlay]
","Использование перевода буфера обмена
[Когда вы не переводите реальное время, вы обнаруживаете и переводите измененный текст в буфер обмена.
 Он не может быть использован в окне перевода наложения]
","Uso da tradução da área de transferência
[Quando você não está traduzindo tempo real, detecta e traduz o texto alterado na área de transferência.
 Não pode ser usado na janela de tradução sobreposição]
","Використовувати переклад з буфера обміну
[Виявляє та перекладає змінений текст у буфері обміну, якщо переклад не виконується в режимі реального часу.
 Не доступний у вікні перекладу з накладанням]
"
,Adv Clipboard Display Original,클립보드에 원문 표시,Original text on the clipboard,クリップボードの元のテキスト,剪贴板上显示原文,Teks asli di clipboard,Оригинальный текст в буфер обмена,Texto original na área de transferência,Показувати оригінальний текст у буфері обміну
,Adv Clipboard Display Progress,클립보드 번역중 표시,Clipboard translation display,クリップボード翻訳ディスプレイ,剪贴板上显示翻译,Tampilan Terjemahan Clipboard,Отображение перевода буфера обмена,Exibição de tradução da área de transferência,Показати буфер обміну в перекладі
16000,Adv Google Ocr,구글 OCR,Google OCR,Google OCR,Google OCR,Google OCR,Google OCR,Google OCR,Google OCR
,Adv Priority Google Ocr,"구글 OCR 우선 사용
[다른 OCR을 사용하더라도 스냅샷 / 한 번만 번역하기 할 떄는 구글 OCR 을 사용합니다]","Google OCR first use
[Even if you use other OCR, you can use Google OCR for snapshot / once to translate once]","Google OCRの最初の使用
[他のOCRを使用している場合でも、Google OCRを使用してSnapshot / 1回使用して1回翻訳できます]","首先使用Google OCR
[即使使用其他OCR，当只翻译一次快照时，仍使用Google OCR]","Google OCR Penggunaan Pertama
[Bahkan jika Anda menggunakan OCR lainnya, Anda dapat menggunakan Google OCR untuk Snapshot / sekali untuk diterjemahkan sekali]","Google OCR первое использование
[Даже если вы используете другой OCR, вы можете использовать Google OCR для снимка / один раз, чтобы перевести один раз]","Google OCR Primeiro uso
[Mesmo se você usar outro OCR, poderá usar o Google OCR para instantâneo / uma vez para traduzir uma vez]","Спочатку використовуйте Google OCR
[Використовуйте Google OCR для знімків / одноразових перекладів, навіть якщо використовуються інші системи розпізнавання]"
,Adv Google Ocr Limit,한도 설정,Limit setting,制限設定,限额设置,Pengaturan batas,Ограничение настройки,Configuração de limite,Налаштування лімітів
,Adv Google Ocr Limit Info1,-매달 사용할 수 있는 한도입니다,-This is the limit that can be used every month, - これは毎月使用できる制限です,-可用的每月限额,-Ini adalah batas yang dapat digunakan setiap bulan,"-Ити предел, который можно использовать каждый месяц",-Este é o limite que pode ser usado todos os meses,"-Це ліміт, який ви можете використовувати щомісяця"
,Adv Google Ocr Limit Info2,-기본값(950) 보다 높게 할 경우 사용료가 발생할 수 있습니다,"-If you make it higher than the default (950), a fee may occur.", - デフォルト（950）よりも高くする場合、料金が発生する可能性があります。,-如果超过默认值(950)，可能会产生费用,"-Jika Anda membuatnya lebih tinggi dari default (950), biaya mungkin terjadi.","-Если вы сделаете его выше, чем дефолт (950), может произойти плата.","-Se você o tornar mais alto que o padrão (950), pode ocorrer uma taxa.","-Якщо ліміт перевищує значення за замовчуванням (950), може стягуватися плата за використання"
,Adv Google Ocr Limit Info3,-실제 사용량과 한도는 다를 수 있습니다!,-The actual usage and limit may be different!, - 実際の使用と制限は異なる場合があります！,-实际使用量和限额可能不同！,-Penggunaan dan batas aktual mungkin berbeda!,-О фактическое использование и предел могут быть разными!,-O uso e limite reais podem ser diferentes!,-Фактичне використання та ліміти можуть відрізнятися!
17000,Adv Dic,OCR 결과 교정 사전,OCR results correction dictionary,OCRの結果補正辞書,OCR结果修正词典,Kamus Koreksi Hasil OCR,Словарь коррекции результатов OCR,Dicionário de correção de resultados de OCR,Словник калібрування результатів розпізнавання
,Adv RePorcess Dic,재교정 처리 횟수 (기본값 : 0),Number of reconstruction processes (default: 0),再建プロセスの数（デフォルト：0）,重新修正次数（默认值：0）,Jumlah proses rekonstruksi (default: 0),Количество процессов реконструкции (по умолчанию: 0),Número de processos de reconstrução (padrão: 0),Кількість процесів повторного калібрування (за замовчуванням: 0)
,Adv Dic Info,"- 교정이 완료된 문장을 다시 읽은후 재 교정 하는 횟수입니다
- 교정된 문장을 다시 교정해 원하는 결과가 나오게 합니다","-It is the number of times to re -correct after reading the sentence completed.
-The correctional sentence will be corrected so that the desired result is produced."," - 完了した文を読んだ後、再度正しい回数です。
 - 補正文は修正され、目的の結果が生成されます。","-这是重新修正已更正句子的次数
-重新修正已更正的句子以获得所需结果","-Ini adalah berapa kali untuk mengoreksi kembali setelah membaca kalimat selesai.
-Katensi pemasyarakatan akan diperbaiki sehingga hasil yang diinginkan diproduksi.","-Потремление -это количество раз, чтобы переоценить, после прочтения заполненного предложения.
-Исправленное предложение будет исправлено так, чтобы желаемый результат был получен.","-Is é o número de vezes a correção depois de ler a frase concluída.
-A frase correcional será corrigida para que o resultado desejado seja produzido.","- Кількість разів, коли виправлене речення перечитується, а потім повторно калібрується.
- Повторно відкалібруйте виправлене речення, щоб забезпечити бажаний результат."
,Adv Custom Api,커스텀 API,Custom API,カスタムAPI,自定义API,API Kustom,Пользовательский API,API personalizada,Кастомний API
,Adv Custom Api Language Code,언어 코드,Language code,言語コード,语言代码,Kode bahasa,Языковой код,Código do idioma,Мовний код
,Adv Custom Api Use Google Language Code,구글 번역기와 동일한 언어코드 사용,Use the same language code as Google Translator,Google翻訳者と同じ言語コードを使用します,使用与 Google Translator 相同的语言代码,Gunakan kode bahasa yang sama dengan Penerjemah Google,"Используйте тот же языковой код, что и Google Translator",Use o mesmo código de idioma que o Google Translator,"Використовуйте той самий мовний код, що і в Google Перекладачі"
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
